movieId,n_i,popularity_pct
51037,239,0.17
51044,64,0.05
51053,3,0.0
51060,14,0.01
51063,121,0.09
51077,1595,1.15
51080,1257,0.91
51082,62,0.04
51084,1231,0.89
51086,1385,1.0
51088,375,0.27
51091,957,0.69
51094,99,0.07
51103,7,0.01
51106,4,0.0
51111,7,0.01
51127,100,0.07
51167,2,0.0
51174,203,0.15
51182,8,0.01
51185,13,0.01
51187,63,0.05
51194,7,0.01
51203,2,0.0
51207,11,0.01
51209,18,0.01
51246,8,0.01
51249,4,0.0
51251,3,0.0
51255,7659,5.53
51265,3,0.0
51277,272,0.2
51287,51,0.04
51300,3,0.0
51302,3,0.0
51304,24,0.02
51312,56,0.04
51314,35,0.03
51317,7,0.01
51321,26,0.02
51341,10,0.01
51354,11,0.01
51357,165,0.12
51372,155,0.11
51380,29,0.02
51402,9,0.01
51412,1232,0.89
51418,208,0.15
51433,6,0.0
51455,21,0.02
51457,13,0.01
51471,501,0.36
51486,9,0.01
51498,82,0.06
51503,42,0.03
51520,88,0.06
51528,6,0.0
51535,2,0.0
51540,3907,2.82
51545,77,0.06
51559,20,0.01
51562,160,0.12
51569,4,0.0
51573,47,0.03
51575,808,0.58
51579,16,0.01
51596,5,0.0
51605,10,0.01
51617,13,0.01
51619,20,0.01
51632,16,0.01
51638,76,0.05
51660,181,0.13
51662,10807,7.8
51666,95,0.07
51678,140,0.1
51686,6,0.0
51691,1,0.0
51694,202,0.15
51698,431,0.31
51705,304,0.22
51709,925,0.67
51773,23,0.02
51800,7,0.01
51809,2,0.0
51817,8,0.01
51820,13,0.01
51834,603,0.44
51847,61,0.04
51857,37,0.03
51884,491,0.35
51886,4,0.0
51891,2,0.0
51894,21,0.02
51903,160,0.12
51905,1,0.0
51911,31,0.02
51917,24,0.02
51921,2,0.0
51925,527,0.38
51927,231,0.17
51931,901,0.65
51933,61,0.04
51935,2059,1.49
51937,334,0.24
51939,535,0.39
51991,73,0.05
52005,81,0.06
52009,12,0.01
52016,11,0.01
52033,6,0.0
52037,59,0.04
52042,817,0.59
52078,9,0.01
52088,16,0.01
52101,7,0.01
52104,13,0.01
52106,2,0.0
52108,4,0.0
52118,2,0.0
52153,5,0.0
52170,18,0.01
52173,3,0.0
52180,4,0.0
52182,3,0.0
52189,22,0.02
52199,31,0.02
52202,12,0.01
52224,1,0.0
52227,138,0.1
52237,19,0.01
52241,896,0.65
52245,1860,1.34
52265,3,0.0
52273,1,0.0
52279,142,0.1
52281,3684,2.66
52283,308,0.22
52285,55,0.04
52287,817,0.59
52299,52,0.04
52319,822,0.59
52321,173,0.12
52326,1,0.0
52328,2521,1.82
52352,14,0.01
52356,55,0.04
52365,2,0.0
52375,293,0.21
52378,21,0.02
52413,36,0.03
52418,5,0.0
52424,52,0.04
52427,8,0.01
52435,1501,1.08
52443,37,0.03
52448,131,0.09
52456,288,0.21
52458,1351,0.98
52460,243,0.18
52462,350,0.25
52489,2,0.0
52495,56,0.04
52528,75,0.05
52545,42,0.03
52548,10,0.01
52551,28,0.02
52561,17,0.01
52570,7,0.01
52572,18,0.01
52579,590,0.43
52581,11,0.01
52583,13,0.01
52589,3,0.0
52591,142,0.1
52604,1615,1.17
52606,224,0.16
52617,14,0.01
52634,5,0.0
52641,1,0.0
52644,421,0.3
52660,3,0.0
52666,129,0.09
52668,271,0.2
52672,6,0.0
52690,1,0.0
52694,559,0.4
52704,1,0.0
52709,14,0.01
52712,244,0.18
52715,82,0.06
52717,242,0.17
52722,4256,3.07
52724,127,0.09
52730,69,0.05
52742,15,0.01
52767,407,0.29
52773,2,0.0
52781,7,0.01
52784,47,0.03
52796,2,0.0
52804,4,0.0
52806,131,0.09
52813,33,0.02
52831,44,0.03
52838,107,0.08
52845,19,0.01
52858,8,0.01
52865,17,0.01
52867,157,0.11
52872,8,0.01
52885,1302,0.94
52891,13,0.01
52913,16,0.01
52922,7,0.01
52927,37,0.03
52929,78,0.06
52938,18,0.01
52942,5,0.0
52950,484,0.35
52952,1258,0.91
52956,4,0.0
52967,474,0.34
52973,5051,3.65
52975,1193,0.86
52980,16,0.01
52995,9,0.01
53000,3597,2.6
53002,198,0.14
53004,128,0.09
53022,7,0.01
53024,285,0.21
53038,58,0.04
53046,7,0.01
53052,11,0.01
53066,15,0.01
53084,2,0.0
53121,2215,1.6
53123,2154,1.56
53125,5428,3.92
53127,225,0.16
53129,1363,0.98
53131,54,0.04
53133,45,0.03
53138,111,0.08
53140,115,0.08
53143,60,0.04
53152,9,0.01
53154,24,0.02
53161,295,0.21
53183,17,0.01
53187,1,0.0
53189,338,0.24
53207,628,0.45
53226,9,0.01
53280,22,0.02
53282,24,0.02
53318,960,0.69
53322,3842,2.77
53326,122,0.09
53342,9,0.01
53349,66,0.05
53352,34,0.02
53355,30,0.02
53370,3,0.0
53373,3,0.0
53375,3,0.0
53379,22,0.02
53382,3,0.0
53406,51,0.04
53416,4,0.0
53435,468,0.34
53443,22,0.02
53447,317,0.23
53450,61,0.04
53453,8,0.01
53460,628,0.45
53464,1987,1.43
53466,139,0.1
53468,482,0.35
53476,16,0.01
53498,30,0.02
53519,2555,1.84
53548,5,0.0
53550,1065,0.77
53554,5,0.0
53561,2,0.0
53569,37,0.03
53574,82,0.06
53578,90,0.06
53582,24,0.02
53584,9,0.01
53592,38,0.03
53600,5,0.0
53651,5,0.0
53737,72,0.05
53741,11,0.01
53752,9,0.01
53766,22,0.02
53769,144,0.1
53771,7,0.01
53774,13,0.01
53788,69,0.05
53808,12,0.01
53827,116,0.08
53833,11,0.01
53835,41,0.03
53837,13,0.01
53839,7,0.01
53841,5,0.0
53843,11,0.01
53845,5,0.0
53847,6,0.0
53849,5,0.0
53851,6,0.0
53853,8,0.01
53855,11,0.01
53857,3,0.0
53859,58,0.04
53873,12,0.01
53880,24,0.02
53883,154,0.11
53885,8,0.01
53887,105,0.08
53894,1970,1.42
53906,83,0.06
53912,14,0.01
53916,9,0.01
53919,95,0.07
53921,244,0.18
53953,2365,1.71
53956,1300,0.94
53963,5,0.0
53967,21,0.02
53972,4058,2.93
53974,337,0.24
53988,138,0.1
53993,1434,1.04
53996,5664,4.09
53999,140,0.1
54001,5967,4.31
54004,996,0.72
54010,1,0.0
54020,16,0.01
54049,17,0.01
54056,2,0.0
54067,3,0.0
54075,149,0.11
54094,107,0.08
54116,96,0.07
54121,51,0.04
54144,11,0.01
54171,16,0.01
54176,16,0.01
54185,57,0.04
54190,1687,1.22
54193,93,0.07
54196,53,0.04
54198,12,0.01
54220,11,0.01
54229,48,0.03
54239,7,0.01
54241,29,0.02
54243,11,0.01
54248,25,0.02
54251,7,0.01
54254,7,0.01
54256,530,0.38
54259,4300,3.1
54262,8,0.01
54268,36,0.03
54270,86,0.06
54272,5450,3.94
54274,176,0.13
54276,486,0.35
54278,138,0.1
54281,719,0.52
54284,22,0.02
54286,10798,7.8
54290,180,0.13
54318,11,0.01
54326,1,0.0
54328,84,0.06
54331,259,0.19
54341,7,0.01
54349,2,0.0
54354,5,0.0
54372,654,0.47
54378,52,0.04
54406,27,0.02
54419,27,0.02
54426,57,0.04
54445,5,0.0
54455,21,0.02
54480,4,0.0
54491,9,0.01
54493,6,0.0
54501,7,0.01
54503,6670,4.82
54505,30,0.02
54510,62,0.04
54513,165,0.12
54519,18,0.01
54536,3,0.0
54542,5,0.0
54554,5,0.0
54561,3,0.0
54580,11,0.01
54605,27,0.02
54607,10,0.01
54612,113,0.08
54614,1,0.0
54617,3,0.0
54621,53,0.04
54648,814,0.59
54652,2,0.0
54686,167,0.12
54689,1,0.0
54691,35,0.03
54725,4,0.0
54732,502,0.36
54734,199,0.14
54736,1315,0.95
54738,31,0.02
54745,336,0.24
54758,2,0.0
54768,129,0.09
54771,532,0.38
54775,358,0.26
54778,9,0.01
54780,373,0.27
54783,29,0.02
54785,485,0.35
54787,316,0.23
54796,507,0.37
54826,9,0.01
54833,34,0.02
54872,16,0.01
54875,2,0.0
54878,7,0.01
54881,1494,1.08
54885,4,0.0
54908,64,0.05
54910,149,0.11
54922,5,0.0
54934,114,0.08
54958,24,0.02
54962,359,0.26
54964,6,0.0
54967,37,0.03
54972,3,0.0
54978,73,0.05
54986,6,0.0
54988,2,0.0
54995,2413,1.74
54997,4725,3.41
54999,1325,0.96
55020,172,0.12
55031,291,0.21
55036,8,0.01
55040,10,0.01
55050,21,0.02
55052,2330,1.68
55061,13,0.01
55063,129,0.09
55067,124,0.09
55069,802,0.58
55071,301,0.22
55073,9,0.01
55078,32,0.02
55080,494,0.36
55094,767,0.55
55098,55,0.04
55100,89,0.06
55106,33,0.02
55110,74,0.05
55112,14,0.01
55116,182,0.13
55118,3224,2.33
55132,11,0.01
55147,1,0.0
55154,30,0.02
55156,89,0.06
55159,53,0.04
55167,243,0.18
55176,282,0.2
55178,28,0.02
55190,62,0.04
55199,13,0.01
55205,165,0.12
55207,44,0.03
55209,22,0.02
55223,25,0.02
55226,16,0.01
55232,1351,0.98
55241,317,0.23
55245,560,0.4
55247,4945,3.57
55250,222,0.16
55253,574,0.41
55255,141,0.1
55257,118,0.09
55259,153,0.11
55261,402,0.29
55267,1360,0.98
55269,2956,2.13
55272,476,0.34
55274,607,0.44
55276,2934,2.12
55278,157,0.11
55280,1972,1.42
55282,1404,1.01
55284,355,0.26
55286,268,0.19
55288,172,0.12
55290,2817,2.03
55292,80,0.06
55294,12,0.01
55298,13,0.01
55324,14,0.01
55329,28,0.02
55343,12,0.01
55360,27,0.02
55363,1725,1.25
55369,18,0.01
55373,4,0.0
55389,10,0.01
55391,88,0.06
55402,54,0.04
55406,10,0.01
55408,5,0.0
55417,69,0.05
55419,56,0.04
55434,2,0.0
55440,29,0.02
55442,2249,1.62
55444,928,0.67
55451,354,0.26
55460,2,0.0
55462,10,0.01
55467,11,0.01
55469,8,0.01
55476,4,0.0
55485,4,0.0
55487,9,0.01
55489,10,0.01
55492,43,0.03
55498,78,0.06
55507,19,0.01
55512,2,0.0
55517,47,0.03
55549,13,0.01
55553,384,0.28
55555,342,0.25
55566,74,0.05
55577,987,0.71
55603,59,0.04
55620,113,0.08
55626,2,0.0
55628,4,0.0
55652,64,0.05
55659,5,0.0
55668,14,0.01
55671,11,0.01
55681,4,0.0
55684,12,0.01
55687,206,0.15
55691,6,0.0
55705,24,0.02
55713,15,0.01
55721,898,0.65
55726,56,0.04
55729,225,0.16
55732,278,0.2
55737,6,0.0
55751,3,0.0
55757,7,0.01
55765,5055,3.65
55768,915,0.66
55782,6,0.0
55805,1177,0.85
55814,1540,1.11
55820,10248,7.4
55826,6,0.0
55830,1511,1.09
55844,54,0.04
55851,55,0.04
55854,45,0.03
55856,20,0.01
55872,800,0.58
55875,4,0.0
55888,4,0.0
55895,106,0.08
55901,172,0.12
55908,1751,1.26
55926,34,0.02
55946,309,0.22
55955,234,0.17
55995,1532,1.11
55999,472,0.34
56001,147,0.11
56003,369,0.27
56006,10,0.01
56009,1,0.0
56012,181,0.13
56015,58,0.04
56022,13,0.01
56028,12,0.01
56030,13,0.01
56051,5,0.0
56060,90,0.06
56067,4,0.0
56069,21,0.02
56079,133,0.1
56093,75,0.05
56095,53,0.04
56098,19,0.01
56102,2,0.0
56141,72,0.05
56145,1665,1.2
56152,2120,1.53
56156,916,0.66
56158,38,0.03
56165,112,0.08
56167,70,0.05
56169,332,0.24
56171,1784,1.29
56174,6467,4.67
56176,612,0.44
56251,1328,0.96
56253,14,0.01
56274,270,0.19
56286,509,0.37
56294,3,0.0
56313,3,0.0
56331,8,0.01
56333,705,0.51
56336,100,0.07
56339,1669,1.21
56350,39,0.03
56367,10668,7.7
56370,48,0.03
56372,15,0.01
56379,108,0.08
56389,407,0.29
56432,26,0.02
56449,3,0.0
56456,5,0.0
56474,21,0.02
56477,2,0.0
56479,59,0.04
56485,2,0.0
56490,5,0.0
56508,109,0.08
56511,38,0.03
56513,1,0.0
56515,15,0.01
56548,3,0.0
56551,4,0.0
56561,25,0.02
56563,281,0.2
56570,5,0.0
56574,6,0.0
56580,9,0.01
56587,1716,1.24
56599,4,0.0
56602,5,0.0
56607,899,0.65
56612,14,0.01
56614,12,0.01
56616,4,0.0
56620,54,0.04
56624,2,0.0
56626,28,0.02
56631,11,0.01
56633,97,0.07
56651,6,0.0
56671,92,0.07
56691,10,0.01
56693,15,0.01
56700,35,0.03
56702,2,0.0
56715,1001,0.72
56719,73,0.05
56724,2,0.0
56744,69,0.05
56748,10,0.01
56757,3546,2.56
56775,1909,1.38
56779,10,0.01
56782,5233,3.78
56786,22,0.02
56788,2074,1.5
56797,10,0.01
56801,1135,0.82
56805,736,0.53
56835,6,0.0
56837,29,0.02
56846,78,0.06
56848,58,0.04
56869,4,0.0
56874,1,0.0
56885,500,0.36
56888,3,0.0
56908,151,0.11
56915,236,0.17
56921,951,0.69
56931,14,0.01
56941,1125,0.81
56945,73,0.05
56949,2108,1.52
56956,2,0.0
56959,3,0.0
56995,11,0.01
57017,8,0.01
57023,2,0.0
57027,11,0.01
57038,1,0.0
57041,57,0.04
57044,10,0.01
57069,22,0.02
57147,333,0.24
57171,1,0.0
57179,13,0.01
57183,34,0.02
57209,6,0.0
57223,199,0.14
57236,8,0.01
57243,322,0.23
57269,6,0.0
57274,1051,0.76
57276,16,0.01
57282,3,0.0
57291,1,0.0
57326,241,0.17
57353,226,0.16
57357,9,0.01
57359,2,0.0
57368,3403,2.46
57370,137,0.1
57378,4,0.0
57393,43,0.03
57401,240,0.17
57418,20,0.01
57421,68,0.05
57426,1,0.0
57430,6,0.0
57432,14,0.01
57439,3,0.0
57453,36,0.03
57464,263,0.19
57468,2,0.0
57473,12,0.01
57476,38,0.03
57478,9,0.01
57480,10,0.01
57482,2,0.0
57484,13,0.01
57499,15,0.01
57502,134,0.1
57504,784,0.57
57509,28,0.02
57513,11,0.01
57520,170,0.12
57522,42,0.03
57526,329,0.24
57528,1311,0.95
57530,17,0.01
57532,615,0.44
57534,286,0.21
57536,163,0.12
57538,135,0.1
57543,56,0.04
57550,29,0.02
57637,117,0.08
57640,2268,1.64
57648,3,0.0
57655,47,0.03
57669,4916,3.55
57690,21,0.02
57692,9,0.01
57695,20,0.01
57706,21,0.02
57709,1,0.0
57754,14,0.01
57772,26,0.02
57774,3,0.0
57776,16,0.01
57778,6,0.0
57792,124,0.09
57805,4,0.0
57811,9,0.01
57843,18,0.01
57845,128,0.09
57848,12,0.01
57854,45,0.03
57865,33,0.02
57868,10,0.01
57873,38,0.03
57910,314,0.23
57938,2,0.0
57940,4,0.0
57942,13,0.01
57946,15,0.01
57949,60,0.04
57951,464,0.34
57960,8,0.01
57964,21,0.02
57970,13,0.01
57972,88,0.06
57980,121,0.09
57991,17,0.01
57996,5,0.0
58003,7,0.01
58007,9,0.01
58025,1998,1.44
58029,28,0.02
58033,1,0.0
58047,1289,0.93
58059,14,0.01
58061,3,0.0
58078,248,0.18
58081,2,0.0
58084,25,0.02
58094,10,0.01
58103,1073,0.77
58105,683,0.49
58107,410,0.3
58111,32,0.02
58120,2,0.0
58123,20,0.01
58130,4,0.0
58136,2,0.0
58146,74,0.05
58154,752,0.54
58156,597,0.43
58162,699,0.5
58174,2,0.0
58180,3,0.0
58185,22,0.02
58191,250,0.18
58207,4,0.0
58223,73,0.05
58228,2,0.0
58246,129,0.09
58250,7,0.01
58269,3,0.0
58274,6,0.0
58282,1,0.0
58287,69,0.05
58291,109,0.08
58293,1863,1.35
58295,1923,1.39
58297,526,0.38
58299,1018,0.74
58301,437,0.32
58303,1055,0.76
58306,516,0.37
58309,31,0.02
58315,410,0.3
58324,34,0.02
58332,292,0.21
58334,131,0.09
58347,569,0.41
58351,292,0.21
58365,37,0.03
58367,37,0.03
58373,5,0.0
58376,400,0.29
58379,44,0.03
58381,39,0.03
58404,47,0.03
58409,3,0.0
58411,11,0.01
58418,109,0.08
58422,12,0.01
58425,214,0.15
58432,141,0.1
58434,17,0.01
58437,6,0.0
58439,40,0.03
58452,3,0.0
58485,71,0.05
58490,441,0.32
58492,162,0.12
58494,86,0.06
58509,3,0.0
58520,25,0.02
58530,4,0.0
58534,1,0.0
58554,79,0.06
58559,20438,14.76
58564,2,0.0
58576,29,0.02
58578,5,0.0
58595,23,0.02
58598,3,0.0
58610,14,0.01
58617,7,0.01
58622,134,0.1
58627,238,0.17
58632,18,0.01
58641,3,0.0
58649,18,0.01
58652,104,0.08
58655,312,0.23
58661,1,0.0
58706,105,0.08
58709,35,0.03
58718,7,0.01
58722,4,0.0
58740,15,0.01
58743,42,0.03
58760,1,0.0
58770,2,0.0
58774,1,0.0
58783,74,0.05
58803,2157,1.56
58806,336,0.24
58808,28,0.02
58810,2,0.0
58812,5,0.0
58816,14,0.01
58826,5,0.0
58839,299,0.22
58842,2,0.0
58847,7,0.01
58850,36,0.03
58870,32,0.02
58874,14,0.01
58876,163,0.12
58879,155,0.11
58881,20,0.01
58889,35,0.03
58895,10,0.01
58898,27,0.02
58904,12,0.01
58920,5,0.0
58922,5,0.0
58933,18,0.01
58937,64,0.05
58939,9,0.01
58941,5,0.0
58945,11,0.01
58964,136,0.1
58972,200,0.14
58975,324,0.23
58992,68,0.05
58994,3,0.0
58998,3630,2.62
59000,64,0.05
59014,393,0.28
59016,454,0.33
59018,896,0.65
59022,982,0.71
59026,200,0.14
59031,7,0.01
59037,501,0.36
59040,57,0.04
59044,7,0.01
59053,19,0.01
59065,54,0.04
59074,2,0.0
59103,727,0.52
59105,93,0.07
59107,81,0.06
59112,7,0.01
59114,2,0.0
59116,4,0.0
59118,538,0.39
59126,952,0.69
59129,67,0.05
59131,18,0.01
59136,1,0.0
59138,9,0.01
59141,483,0.35
59143,279,0.2
59154,11,0.01
59157,12,0.01
59159,20,0.01
59173,30,0.02
59178,17,0.01
59180,17,0.01
59182,9,0.01
59184,13,0.01
59188,72,0.05
59216,7,0.01
59220,226,0.16
59256,194,0.14
59258,607,0.44
59260,40,0.03
59273,56,0.04
59290,28,0.02
59295,127,0.09
59302,7,0.01
59306,173,0.12
59313,16,0.01
59315,11944,8.62
59327,2,0.0
59333,440,0.32
59336,315,0.23
59339,70,0.05
59362,72,0.05
59366,4,0.0
59369,4923,3.55
59376,23,0.02
59382,63,0.05
59387,1731,1.25
59392,377,0.27
59397,2,0.0
59399,25,0.02
59404,128,0.09
59418,193,0.14
59421,707,0.51
59426,1,0.0
59429,294,0.21
59435,19,0.01
59440,131,0.09
59447,4,0.0
59463,6,0.0
59465,2,0.0
59478,9,0.01
59485,42,0.03
59501,1551,1.12
59519,111,0.08
59527,17,0.01
59547,14,0.01
59549,102,0.07
59561,1,0.0
59590,186,0.13
59594,229,0.17
59602,30,0.02
59604,178,0.13
59607,91,0.07
59615,4306,3.11
59621,26,0.02
59625,9,0.01
59641,9,0.01
59649,2,0.0
59651,1,0.0
59655,15,0.01
59665,6,0.0
59667,2,0.0
59669,8,0.01
59680,15,0.01
59684,106,0.08
59705,14,0.01
59709,170,0.12
59715,122,0.09
59721,74,0.05
59725,1152,0.83
59727,484,0.35
59729,60,0.04
59731,367,0.26
59738,123,0.09
59753,13,0.01
59775,1,0.0
59784,4468,3.23
59795,30,0.02
59801,6,0.0
59805,3,0.0
59810,295,0.21
59814,34,0.02
59816,21,0.02
59832,48,0.03
59834,50,0.04
59836,4,0.0
59838,13,0.01
59840,3,0.0
59842,12,0.01
59844,2,0.0
59846,36,0.03
59850,6,0.0
59852,2,0.0
59854,9,0.01
59858,3,0.0
59861,2,0.0
59865,2,0.0
59867,3,0.0
59869,15,0.01
59888,1,0.0
59893,7,0.01
59895,2,0.0
59900,1178,0.85
59905,2,0.0
59908,142,0.1
59910,61,0.04
59912,41,0.03
59915,100,0.07
59922,2,0.0
59935,48,0.03
59938,19,0.01
59942,5,0.0
59945,31,0.02
59947,7,0.01
59954,5,0.0
59960,16,0.01
59974,2,0.0
59976,46,0.03
59985,293,0.21
59988,4,0.0
59995,513,0.37
60007,82,0.06
60014,8,0.01
60020,65,0.05
60030,19,0.01
60032,25,0.02
60037,1212,0.88
60040,2711,1.96
60044,52,0.04
60046,58,0.04
60059,5,0.0
60069,12176,8.79
60072,2482,1.79
60074,3178,2.29
60086,2,0.0
60096,13,0.01
60103,37,0.03
60106,11,0.01
60110,16,0.01
60124,10,0.01
60126,1635,1.18
60128,143,0.1
60133,50,0.04
60135,36,0.03
60137,60,0.04
60141,133,0.1
60145,3,0.0
60147,29,0.02
60150,8,0.01
60161,1011,0.73
60179,17,0.01
60183,5,0.0
60189,18,0.01
60193,10,0.01
60198,6,0.0
60201,48,0.03
60213,18,0.01
60223,5,0.0
60225,7,0.01
60227,7,0.01
60229,5,0.0
60231,2,0.0
60237,4,0.0
60240,2,0.0
60243,10,0.01
60256,3,0.0
60259,19,0.01
60284,7,0.01
60286,23,0.02
60289,78,0.06
60291,333,0.24
60293,432,0.31
60295,104,0.08
60299,1,0.0
60303,27,0.02
60309,8,0.01
60311,34,0.02
60314,11,0.01
60316,8,0.01
60322,30,0.02
60333,376,0.27
60336,24,0.02
60338,43,0.03
60341,93,0.07
60343,13,0.01
60353,9,0.01
60356,4,0.0
60363,174,0.13
60365,57,0.04
60376,6,0.0
60382,177,0.13
60384,30,0.02
60389,50,0.04
60391,13,0.01
60393,11,0.01
60397,1163,0.84
60405,52,0.04
60408,190,0.14
60411,27,0.02
60418,94,0.07
60421,7,0.01
60436,14,0.01
60450,13,0.01
60461,39,0.03
60463,43,0.03
60469,12,0.01
60471,93,0.07
60475,10,0.01
60479,24,0.02
60482,104,0.08
60484,12,0.01
60487,712,0.51
60494,2,0.0
60503,111,0.08
60508,5,0.0
60514,626,0.45
60516,232,0.17
60522,103,0.07
60524,24,0.02
60526,46,0.03
60530,73,0.05
60538,56,0.04
60544,12,0.01
60546,13,0.01
60551,41,0.03
60566,77,0.06
60568,5,0.0
60579,41,0.03
60585,11,0.01
60590,16,0.01
60599,34,0.02
60609,231,0.17
60616,1,0.0
60618,14,0.01
60625,22,0.02
60641,14,0.01
60647,410,0.3
60649,98,0.07
60654,37,0.03
60666,16,0.01
60674,396,0.29
60684,5466,3.95
60686,7,0.01
60688,24,0.02
60702,11,0.01
60707,21,0.02
60728,10,0.01
60735,84,0.06
60737,22,0.02
60743,6,0.0
60745,30,0.02
60753,572,0.41
60756,1467,1.06
60758,150,0.11
60760,720,0.52
60763,131,0.09
60766,1257,0.91
60768,12,0.01
60803,39,0.03
60806,36,0.03
60816,210,0.15
60818,171,0.12
60825,15,0.01
60827,10,0.01
60832,161,0.12
60838,2,0.0
60857,59,0.04
60880,3,0.0
60885,22,0.02
60887,7,0.01
60894,70,0.05
60896,3,0.0
60904,122,0.09
60914,5,0.0
60930,3,0.0
60937,730,0.53
60939,168,0.12
60941,219,0.16
60943,430,0.31
60946,20,0.01
60948,175,0.13
60950,1850,1.34
60979,404,0.29
60981,12,0.01
60983,5,0.0
60990,37,0.03
60992,33,0.02
61004,9,0.01
61009,31,0.02
61011,25,0.02
61013,11,0.01
61018,18,0.01
61024,2571,1.86
61026,308,0.22
61031,5,0.0
61035,19,0.01
61037,47,0.03
61041,3,0.0
61048,10,0.01
61071,264,0.19
61073,103,0.07
61075,271,0.2
61083,3,0.0
61091,12,0.01
61100,31,0.02
61108,15,0.01
61110,8,0.01
61116,11,0.01
61123,337,0.24
61132,3320,2.4
61136,22,0.02
61160,843,0.61
61167,148,0.11
61206,20,0.01
61210,164,0.12
61215,34,0.02
61236,1013,0.73
61240,3040,2.2
61246,255,0.18
61248,872,0.63
61250,452,0.33
61253,16,0.01
61255,240,0.17
61257,102,0.07
61262,365,0.26
61264,23,0.02
61267,50,0.04
61269,16,0.01
61279,11,0.01
61285,7,0.01
61289,177,0.13
61301,11,0.01
61312,38,0.03
61314,25,0.02
61317,11,0.01
61319,47,0.03
61323,4158,3.0
61348,397,0.29
61350,690,0.5
61352,554,0.4
61354,81,0.06
61357,54,0.04
61361,130,0.09
61373,16,0.01
61394,214,0.15
61396,9,0.01
61398,25,0.02
61401,439,0.32
61406,93,0.07
61414,10,0.01
61434,9,0.01
61449,68,0.05
61451,13,0.01
61465,427,0.31
61467,12,0.01
61470,22,0.02
61473,26,0.02
61475,4,0.0
61493,29,0.02
61553,4,0.0
61560,2,0.0
61567,35,0.03
61586,10,0.01
61628,8,0.01
61634,10,0.01
61638,3,0.0
61646,92,0.07
61678,109,0.08
61692,49,0.04
61695,4,0.0
61697,431,0.31
61705,277,0.2
61707,12,0.01
61724,71,0.05
61729,893,0.64
61742,37,0.03
61768,8,0.01
61816,44,0.03
61818,51,0.04
61862,27,0.02
61868,1,0.0
61913,7,0.01
61931,28,0.02
61934,24,0.02
61937,56,0.04
61941,69,0.05
61948,80,0.06
61950,32,0.02
61961,31,0.02
61967,71,0.05
61970,3,0.0
61986,396,0.29
61991,94,0.07
61994,10,0.01
62000,22,0.02
62008,4,0.0
62010,33,0.02
62014,6,0.0
62049,428,0.31
62054,7,0.01
62063,8,0.01
62081,1110,0.8
62113,491,0.35
62115,26,0.02
62137,152,0.11
62153,18,0.01
62155,1049,0.76
62157,13,0.01
62198,26,0.02
62203,287,0.21
62206,2,0.0
62208,12,0.01
62213,4,0.0
62235,136,0.1
62237,2,0.0
62245,25,0.02
62250,363,0.26
62254,10,0.01
62265,225,0.16
62277,11,0.01
62293,518,0.37
62299,35,0.03
62304,10,0.01
62331,46,0.03
62334,6,0.0
62336,679,0.49
62344,594,0.43
62374,1222,0.88
62376,701,0.51
62378,36,0.03
62383,70,0.05
62385,11,0.01
62390,22,0.02
62394,751,0.54
62420,8,0.01
62434,1880,1.36
62437,519,0.37
62439,231,0.17
62467,1,0.0
62474,6,0.0
62511,896,0.65
62514,4,0.0
62526,40,0.03
62553,245,0.18
62577,133,0.1
62586,67,0.05
62594,21,0.02
62644,522,0.38
62660,7,0.01
62662,21,0.02
62669,6,0.0
62671,4,0.0
62718,109,0.08
62721,11,0.01
62726,19,0.01
62729,26,0.02
62733,360,0.26
62761,2,0.0
62764,34,0.02
62781,3,0.0
62788,77,0.06
62792,284,0.21
62796,32,0.02
62799,148,0.11
62801,101,0.07
62803,86,0.06
62834,117,0.08
62836,103,0.07
62847,5,0.0
62849,1394,1.01
62851,8,0.01
62912,272,0.2
62916,5,0.0
62920,3,0.0
62925,33,0.02
62953,3,0.0
62956,958,0.69
62970,172,0.12
62972,13,0.01
62974,39,0.03
62999,1038,0.75
63001,6,0.0
63007,1,0.0
63033,512,0.37
63062,1838,1.33
63069,19,0.01
63072,1438,1.04
63082,9208,6.65
63113,3178,2.29
63119,22,0.02
63121,18,0.01
63131,1930,1.39
63134,2,0.0
63141,1,0.0
63179,85,0.06
63181,64,0.05
63187,2,0.0
63189,129,0.09
63194,28,0.02
63222,299,0.22
63226,8,0.01
63229,2,0.0
63237,29,0.02
63239,106,0.08
63271,1,0.0
63273,29,0.02
63276,40,0.03
63278,1,0.0
63283,9,0.01
63310,20,0.01
63312,53,0.04
63327,4,0.0
63329,66,0.05
63332,7,0.01
63339,4,0.0
63391,12,0.01
63393,121,0.09
63433,379,0.27
63436,615,0.44
63446,82,0.06
63458,46,0.03
63468,4,0.0
63479,500,0.36
63481,46,0.03
63483,7,0.01
63515,145,0.1
63540,178,0.13
63544,11,0.01
63590,6,0.0
63617,12,0.01
63629,9,0.01
63645,20,0.01
63647,13,0.01
63662,4,0.0
63676,55,0.04
63688,2,0.0
63692,2,0.0
63698,66,0.05
63758,4,0.0
63760,7,0.01
63768,11,0.01
63772,5,0.0
63781,6,0.0
63788,25,0.02
63791,8,0.01
63793,19,0.01
63806,4,0.0
63808,336,0.24
63810,3,0.0
63826,164,0.12
63828,48,0.03
63836,24,0.02
63840,2,0.0
63853,917,0.66
63859,1658,1.2
63862,4,0.0
63876,2586,1.87
63989,29,0.02
