userId,n_u,pct_items_rated
88904,554,2.07
88905,93,0.35
88906,20,0.07
88907,308,1.15
88908,70,0.26
88909,26,0.1
88910,27,0.1
88911,80,0.3
88912,226,0.85
88913,54,0.2
88914,33,0.12
88915,84,0.31
88916,111,0.42
88917,23,0.09
88918,26,0.1
88919,249,0.93
88920,57,0.21
88921,29,0.11
88922,42,0.16
88923,29,0.11
88924,22,0.08
88925,83,0.31
88926,126,0.47
88927,37,0.14
88928,121,0.45
88929,53,0.2
88930,51,0.19
88931,120,0.45
88932,23,0.09
88933,67,0.25
88934,45,0.17
88935,137,0.51
88936,67,0.25
88937,217,0.81
88938,59,0.22
88939,395,1.48
88940,73,0.27
88941,45,0.17
88942,99,0.37
88943,38,0.14
88944,42,0.16
88945,20,0.07
88946,27,0.1
88947,30,0.11
88948,59,0.22
88949,415,1.55
88950,250,0.93
88951,23,0.09
88952,44,0.16
88953,586,2.19
88954,61,0.23
88955,872,3.26
88956,547,2.05
88957,37,0.14
88958,58,0.22
88959,165,0.62
88960,21,0.08
88961,20,0.07
88962,333,1.25
88963,61,0.23
88964,23,0.09
88965,76,0.28
88966,32,0.12
88967,118,0.44
88968,20,0.07
88969,243,0.91
88970,75,0.28
88971,23,0.09
88972,91,0.34
88973,99,0.37
88974,197,0.74
88975,25,0.09
88976,28,0.1
88977,26,0.1
88978,30,0.11
88979,124,0.46
88980,67,0.25
88981,103,0.39
88982,360,1.35
88983,650,2.43
88984,30,0.11
88985,36,0.13
88986,32,0.12
88987,23,0.09
88988,100,0.37
88989,100,0.37
88990,196,0.73
88991,53,0.2
88992,85,0.32
88993,45,0.17
88994,20,0.07
88995,45,0.17
88996,70,0.26
88997,20,0.07
88998,148,0.55
88999,51,0.19
89000,25,0.09
89001,48,0.18
89002,65,0.24
89003,119,0.44
89004,51,0.19
89005,46,0.17
89006,446,1.67
89007,72,0.27
89008,108,0.4
89009,37,0.14
89010,83,0.31
89011,40,0.15
89012,300,1.12
89013,27,0.1
89014,48,0.18
89015,54,0.2
89016,21,0.08
89017,79,0.3
89018,47,0.18
89019,28,0.1
89020,35,0.13
89021,701,2.62
89022,82,0.31
89023,283,1.06
89024,111,0.42
89025,153,0.57
89026,42,0.16
89027,150,0.56
89028,58,0.22
89029,51,0.19
89030,32,0.12
89031,112,0.42
89032,37,0.14
89033,128,0.48
89034,685,2.56
89035,152,0.57
89036,55,0.21
89037,49,0.18
89038,118,0.44
89039,21,0.08
89040,45,0.17
89041,47,0.18
89042,62,0.23
89043,207,0.77
89044,60,0.22
89045,228,0.85
89046,454,1.7
89047,64,0.24
89048,118,0.44
89049,497,1.86
89050,155,0.58
89051,187,0.7
89052,57,0.21
89053,42,0.16
89054,245,0.92
89055,27,0.1
89056,52,0.19
89057,23,0.09
89058,41,0.15
89059,546,2.04
89060,74,0.28
89061,66,0.25
89062,83,0.31
89063,82,0.31
89064,23,0.09
89065,294,1.1
89066,20,0.07
89067,112,0.42
89068,37,0.14
89069,181,0.68
89070,140,0.52
89071,25,0.09
89072,136,0.51
89073,113,0.42
89074,52,0.19
89075,340,1.27
89076,227,0.85
89077,67,0.25
89078,89,0.33
89079,31,0.12
89080,490,1.83
89081,1609,6.02
89082,256,0.96
89083,73,0.27
89084,39,0.15
89085,21,0.08
89086,116,0.43
89087,149,0.56
89088,1020,3.81
89089,91,0.34
89090,111,0.42
89091,35,0.13
89092,80,0.3
89093,65,0.24
89094,21,0.08
89095,85,0.32
89096,897,3.35
89097,48,0.18
89098,122,0.46
89099,43,0.16
89100,62,0.23
89101,218,0.82
89102,35,0.13
89103,104,0.39
89104,37,0.14
89105,406,1.52
89106,42,0.16
89107,109,0.41
89108,112,0.42
89109,35,0.13
89110,53,0.2
89111,23,0.09
89112,110,0.41
89113,141,0.53
89114,57,0.21
89115,58,0.22
89116,82,0.31
89117,49,0.18
89118,80,0.3
89119,31,0.12
89120,44,0.16
89121,102,0.38
89122,24,0.09
89123,72,0.27
89124,149,0.56
89125,877,3.28
89126,178,0.67
89127,81,0.3
89128,444,1.66
89129,20,0.07
89130,314,1.17
89131,65,0.24
89132,22,0.08
89133,108,0.4
89134,126,0.47
89135,22,0.08
89136,90,0.34
89137,228,0.85
89138,474,1.77
89139,32,0.12
89140,64,0.24
89141,401,1.5
89142,180,0.67
89143,29,0.11
89144,126,0.47
89145,78,0.29
89146,20,0.07
89147,55,0.21
89148,136,0.51
89149,204,0.76
89150,37,0.14
89151,114,0.43
89152,194,0.73
89153,97,0.36
89154,22,0.08
89155,95,0.36
89156,25,0.09
89157,33,0.12
89158,88,0.33
89159,57,0.21
89160,34,0.13
89161,63,0.24
89162,47,0.18
89163,52,0.19
89164,156,0.58
89165,69,0.26
89166,123,0.46
89167,43,0.16
89168,209,0.78
89169,80,0.3
89170,67,0.25
89171,65,0.24
89172,28,0.1
89173,47,0.18
89174,350,1.31
89175,28,0.1
89176,24,0.09
89177,289,1.08
89178,250,0.93
89179,36,0.13
89180,188,0.7
89181,97,0.36
89182,108,0.4
89183,24,0.09
89184,39,0.15
89185,90,0.34
89186,95,0.36
89187,21,0.08
89188,66,0.25
89189,347,1.3
89190,99,0.37
89191,86,0.32
89192,36,0.13
89193,34,0.13
89194,29,0.11
89195,554,2.07
89196,50,0.19
89197,21,0.08
89198,41,0.15
89199,157,0.59
89200,394,1.47
89201,23,0.09
89202,323,1.21
89203,53,0.2
89204,71,0.27
89205,31,0.12
89206,148,0.55
89207,54,0.2
89208,148,0.55
89209,506,1.89
89210,34,0.13
89211,30,0.11
89212,526,1.97
89213,145,0.54
89214,40,0.15
89215,151,0.56
89216,62,0.23
89217,319,1.19
89218,81,0.3
89219,405,1.51
89220,39,0.15
89221,43,0.16
89222,89,0.33
89223,772,2.89
89224,308,1.15
89225,26,0.1
89226,57,0.21
89227,915,3.42
89228,110,0.41
89229,22,0.08
89230,175,0.65
89231,23,0.09
89232,123,0.46
89233,42,0.16
89234,55,0.21
89235,38,0.14
89236,76,0.28
89237,20,0.07
89238,21,0.08
89239,90,0.34
89240,36,0.13
89241,24,0.09
89242,2289,8.56
89243,36,0.13
89244,38,0.14
89245,181,0.68
89246,153,0.57
89247,111,0.42
89248,235,0.88
89249,65,0.24
89250,23,0.09
89251,100,0.37
89252,77,0.29
89253,30,0.11
89254,32,0.12
89255,53,0.2
89256,205,0.77
89257,68,0.25
89258,240,0.9
89259,131,0.49
89260,134,0.5
89261,139,0.52
89262,570,2.13
89263,101,0.38
89264,215,0.8
89265,52,0.19
89266,20,0.07
89267,45,0.17
89268,28,0.1
89269,72,0.27
89270,268,1.0
89271,37,0.14
89272,31,0.12
89273,20,0.07
89274,145,0.54
89275,313,1.17
89276,108,0.4
89277,230,0.86
89278,25,0.09
89279,23,0.09
89280,26,0.1
89281,27,0.1
89282,43,0.16
89283,86,0.32
89284,24,0.09
89285,33,0.12
89286,34,0.13
89287,26,0.1
89288,183,0.68
89289,32,0.12
89290,124,0.46
89291,30,0.11
89292,20,0.07
89293,341,1.28
89294,72,0.27
89295,378,1.41
89296,62,0.23
89297,89,0.33
89298,158,0.59
89299,2090,7.81
89300,222,0.83
89301,257,0.96
89302,176,0.66
89303,508,1.9
89304,46,0.17
89305,20,0.07
89306,82,0.31
89307,2464,9.21
89308,292,1.09
89309,55,0.21
89310,256,0.96
89311,50,0.19
89312,994,3.72
89313,150,0.56
89314,306,1.14
89315,200,0.75
89316,79,0.3
89317,93,0.35
89318,24,0.09
89319,131,0.49
89320,175,0.65
89321,43,0.16
89322,38,0.14
89323,86,0.32
89324,59,0.22
89325,55,0.21
89326,103,0.39
89327,29,0.11
89328,148,0.55
89329,25,0.09
89330,472,1.76
89331,497,1.86
89332,158,0.59
89333,26,0.1
89334,35,0.13
89335,100,0.37
89336,138,0.52
89337,164,0.61
89338,133,0.5
89339,128,0.48
89340,37,0.14
89341,149,0.56
89342,313,1.17
89343,104,0.39
89344,76,0.28
89345,294,1.1
89346,24,0.09
89347,382,1.43
89348,22,0.08
89349,33,0.12
89350,21,0.08
89351,104,0.39
89352,110,0.41
89353,25,0.09
89354,59,0.22
89355,138,0.52
89356,239,0.89
89357,222,0.83
89358,99,0.37
89359,43,0.16
89360,21,0.08
89361,21,0.08
89362,163,0.61
89363,50,0.19
89364,1745,6.52
89365,65,0.24
89366,73,0.27
89367,37,0.14
89368,43,0.16
89369,21,0.08
89370,165,0.62
89371,332,1.24
89372,126,0.47
89373,64,0.24
89374,101,0.38
89375,50,0.19
89376,33,0.12
89377,20,0.07
89378,225,0.84
89379,202,0.76
89380,29,0.11
89381,477,1.78
89382,24,0.09
89383,21,0.08
89384,130,0.49
89385,94,0.35
89386,195,0.73
89387,34,0.13
89388,113,0.42
89389,45,0.17
89390,28,0.1
89391,75,0.28
89392,464,1.73
89393,21,0.08
89394,490,1.83
89395,31,0.12
89396,25,0.09
89397,97,0.36
89398,102,0.38
89399,101,0.38
89400,89,0.33
89401,130,0.49
89402,2192,8.2
89403,43,0.16
89404,45,0.17
89405,23,0.09
89406,649,2.43
89407,35,0.13
89408,47,0.18
89409,21,0.08
89410,207,0.77
89411,86,0.32
89412,20,0.07
89413,21,0.08
89414,102,0.38
89415,35,0.13
89416,248,0.93
89417,270,1.01
89418,274,1.02
89419,44,0.16
89420,25,0.09
89421,334,1.25
89422,41,0.15
89423,44,0.16
89424,100,0.37
89425,30,0.11
89426,34,0.13
89427,38,0.14
89428,122,0.46
89429,197,0.74
89430,96,0.36
89431,36,0.13
89432,36,0.13
89433,127,0.47
89434,206,0.77
89435,28,0.1
89436,268,1.0
89437,477,1.78
89438,31,0.12
89439,24,0.09
89440,21,0.08
89441,194,0.73
89442,1076,4.02
89443,129,0.48
89444,26,0.1
89445,110,0.41
89446,529,1.98
89447,82,0.31
89448,36,0.13
89449,22,0.08
89450,49,0.18
89451,91,0.34
89452,44,0.16
89453,50,0.19
89454,1190,4.45
89455,23,0.09
89456,35,0.13
89457,136,0.51
89458,710,2.65
89459,437,1.63
89460,620,2.32
89461,178,0.67
89462,236,0.88
89463,54,0.2
89464,869,3.25
89465,117,0.44
89466,53,0.2
89467,56,0.21
89468,206,0.77
89469,57,0.21
89470,57,0.21
89471,20,0.07
89472,62,0.23
89473,61,0.23
89474,86,0.32
89475,33,0.12
89476,67,0.25
89477,89,0.33
89478,22,0.08
89479,71,0.27
89480,139,0.52
89481,21,0.08
89482,25,0.09
89483,170,0.64
89484,38,0.14
89485,28,0.1
89486,64,0.24
89487,114,0.43
89488,59,0.22
89489,44,0.16
89490,81,0.3
89491,33,0.12
89492,96,0.36
89493,30,0.11
89494,26,0.1
89495,2153,8.05
89496,208,0.78
89497,40,0.15
89498,26,0.1
89499,51,0.19
89500,394,1.47
89501,157,0.59
89502,50,0.19
89503,100,0.37
89504,605,2.26
89505,23,0.09
89506,93,0.35
89507,95,0.36
89508,287,1.07
89509,70,0.26
89510,87,0.33
89511,46,0.17
89512,22,0.08
89513,43,0.16
89514,106,0.4
89515,42,0.16
89516,61,0.23
89517,29,0.11
89518,29,0.11
89519,35,0.13
89520,379,1.42
89521,37,0.14
89522,26,0.1
89523,181,0.68
89524,25,0.09
89525,84,0.31
89526,89,0.33
89527,243,0.91
89528,75,0.28
89529,109,0.41
89530,341,1.28
89531,98,0.37
89532,51,0.19
89533,478,1.79
89534,79,0.3
89535,24,0.09
89536,728,2.72
89537,21,0.08
89538,167,0.62
89539,23,0.09
89540,147,0.55
89541,41,0.15
89542,432,1.62
89543,63,0.24
89544,22,0.08
89545,41,0.15
89546,118,0.44
89547,20,0.07
89548,95,0.36
89549,180,0.67
89550,29,0.11
89551,47,0.18
89552,80,0.3
89553,35,0.13
89554,272,1.02
89555,234,0.87
89556,65,0.24
89557,43,0.16
89558,63,0.24
89559,66,0.25
89560,168,0.63
89561,32,0.12
89562,129,0.48
89563,126,0.47
89564,677,2.53
89565,68,0.25
89566,296,1.11
89567,403,1.51
89568,23,0.09
89569,208,0.78
89570,173,0.65
89571,25,0.09
89572,149,0.56
89573,26,0.1
89574,20,0.07
89575,485,1.81
89576,31,0.12
89577,40,0.15
89578,216,0.81
89579,23,0.09
89580,58,0.22
89581,22,0.08
89582,258,0.96
89583,40,0.15
89584,76,0.28
89585,54,0.2
89586,20,0.07
89587,37,0.14
89588,562,2.1
89589,36,0.13
89590,52,0.19
89591,55,0.21
89592,31,0.12
89593,141,0.53
89594,27,0.1
89595,104,0.39
89596,40,0.15
89597,24,0.09
89598,614,2.3
89599,77,0.29
89600,36,0.13
89601,27,0.1
89602,101,0.38
89603,42,0.16
89604,339,1.27
89605,168,0.63
89606,28,0.1
89607,255,0.95
89608,71,0.27
89609,220,0.82
89610,29,0.11
89611,124,0.46
89612,34,0.13
89613,26,0.1
89614,94,0.35
89615,20,0.07
89616,31,0.12
89617,193,0.72
89618,269,1.01
89619,930,3.48
89620,37,0.14
89621,20,0.07
89622,90,0.34
89623,34,0.13
89624,172,0.64
89625,26,0.1
89626,40,0.15
89627,174,0.65
89628,100,0.37
89629,55,0.21
89630,30,0.11
89631,54,0.2
89632,109,0.41
89633,24,0.09
89634,41,0.15
89635,28,0.1
89636,36,0.13
89637,106,0.4
89638,50,0.19
89639,24,0.09
89640,233,0.87
89641,20,0.07
89642,21,0.08
89643,68,0.25
89644,128,0.48
89645,37,0.14
89646,50,0.19
89647,21,0.08
89648,73,0.27
89649,144,0.54
89650,27,0.1
89651,128,0.48
89652,54,0.2
89653,141,0.53
89654,152,0.57
89655,44,0.16
89656,32,0.12
89657,92,0.34
89658,272,1.02
89659,47,0.18
89660,97,0.36
89661,70,0.26
89662,260,0.97
89663,44,0.16
89664,35,0.13
89665,89,0.33
89666,83,0.31
89667,94,0.35
89668,207,0.77
89669,31,0.12
89670,108,0.4
89671,33,0.12
89672,29,0.11
89673,200,0.75
89674,43,0.16
89675,579,2.16
89676,33,0.12
89677,101,0.38
89678,41,0.15
89679,32,0.12
89680,109,0.41
89681,171,0.64
89682,108,0.4
89683,50,0.19
89684,81,0.3
89685,81,0.3
89686,42,0.16
89687,93,0.35
89688,107,0.4
89689,195,0.73
89690,547,2.05
89691,300,1.12
89692,26,0.1
89693,50,0.19
89694,180,0.67
89695,55,0.21
89696,25,0.09
89697,61,0.23
89698,22,0.08
89699,38,0.14
89700,55,0.21
89701,21,0.08
89702,25,0.09
89703,1414,5.29
89704,80,0.3
89705,33,0.12
89706,118,0.44
89707,36,0.13
89708,39,0.15
89709,44,0.16
89710,48,0.18
89711,20,0.07
89712,50,0.19
89713,329,1.23
89714,484,1.81
89715,102,0.38
89716,292,1.09
89717,30,0.11
89718,411,1.54
89719,97,0.36
89720,94,0.35
89721,161,0.6
89722,458,1.71
89723,72,0.27
89724,96,0.36
89725,20,0.07
89726,28,0.1
89727,204,0.76
89728,112,0.42
89729,148,0.55
89730,30,0.11
89731,235,0.88
89732,43,0.16
89733,106,0.4
89734,46,0.17
89735,125,0.47
89736,644,2.41
89737,51,0.19
89738,21,0.08
89739,143,0.53
89740,64,0.24
89741,27,0.1
89742,137,0.51
89743,382,1.43
89744,66,0.25
89745,35,0.13
89746,51,0.19
89747,33,0.12
89748,108,0.4
89749,175,0.65
89750,412,1.54
89751,98,0.37
89752,124,0.46
89753,42,0.16
89754,31,0.12
89755,69,0.26
89756,107,0.4
89757,325,1.22
89758,202,0.76
89759,38,0.14
89760,105,0.39
89761,23,0.09
89762,72,0.27
89763,20,0.07
89764,132,0.49
89765,50,0.19
89766,22,0.08
89767,103,0.39
89768,87,0.33
89769,21,0.08
89770,606,2.27
89771,153,0.57
89772,33,0.12
89773,103,0.39
89774,154,0.58
89775,128,0.48
89776,115,0.43
89777,138,0.52
89778,82,0.31
89779,124,0.46
89780,87,0.33
89781,256,0.96
89782,28,0.1
89783,59,0.22
89784,33,0.12
89785,46,0.17
89786,166,0.62
89787,46,0.17
89788,231,0.86
89789,23,0.09
89790,69,0.26
89791,940,3.51
89792,92,0.34
89793,166,0.62
89794,101,0.38
89795,653,2.44
89796,35,0.13
89797,100,0.37
89798,62,0.23
89799,1055,3.94
89800,53,0.2
89801,61,0.23
89802,32,0.12
89803,42,0.16
89804,350,1.31
89805,62,0.23
89806,49,0.18
89807,167,0.62
89808,184,0.69
89809,124,0.46
89810,21,0.08
89811,58,0.22
89812,469,1.75
89813,67,0.25
89814,34,0.13
89815,277,1.04
89816,22,0.08
89817,321,1.2
89818,136,0.51
89819,54,0.2
89820,44,0.16
89821,80,0.3
89822,185,0.69
89823,22,0.08
89824,444,1.66
89825,387,1.45
89826,116,0.43
89827,155,0.58
89828,30,0.11
89829,27,0.1
89830,72,0.27
89831,287,1.07
89832,63,0.24
89833,24,0.09
89834,67,0.25
89835,46,0.17
89836,421,1.57
89837,34,0.13
89838,58,0.22
89839,26,0.1
89840,44,0.16
89841,329,1.23
89842,103,0.39
89843,263,0.98
89844,118,0.44
89845,117,0.44
89846,69,0.26
89847,57,0.21
89848,1136,4.25
89849,236,0.88
89850,36,0.13
89851,93,0.35
89852,63,0.24
89853,100,0.37
89854,184,0.69
89855,32,0.12
89856,48,0.18
89857,37,0.14
89858,109,0.41
89859,165,0.62
89860,344,1.29
89861,22,0.08
89862,28,0.1
89863,47,0.18
89864,353,1.32
89865,85,0.32
89866,33,0.12
89867,104,0.39
89868,37,0.14
89869,841,3.14
89870,78,0.29
89871,52,0.19
89872,22,0.08
89873,59,0.22
89874,29,0.11
89875,69,0.26
89876,51,0.19
89877,433,1.62
89878,42,0.16
89879,61,0.23
89880,38,0.14
89881,24,0.09
89882,147,0.55
89883,44,0.16
89884,300,1.12
89885,38,0.14
89886,64,0.24
89887,33,0.12
89888,54,0.2
89889,42,0.16
89890,103,0.39
89891,433,1.62
89892,94,0.35
89893,336,1.26
89894,26,0.1
89895,60,0.22
89896,910,3.4
89897,800,2.99
89898,160,0.6
89899,20,0.07
89900,29,0.11
89901,64,0.24
89902,48,0.18
89903,25,0.09
89904,33,0.12
89905,31,0.12
89906,68,0.25
89907,24,0.09
89908,52,0.19
89909,103,0.39
89910,314,1.17
89911,21,0.08
89912,46,0.17
89913,454,1.7
89914,110,0.41
89915,67,0.25
89916,49,0.18
89917,52,0.19
89918,78,0.29
89919,31,0.12
89920,48,0.18
89921,28,0.1
89922,67,0.25
89923,23,0.09
89924,388,1.45
89925,20,0.07
89926,105,0.39
89927,65,0.24
89928,89,0.33
89929,28,0.1
89930,35,0.13
89931,38,0.14
89932,178,0.67
89933,25,0.09
89934,65,0.24
89935,28,0.1
89936,281,1.05
89937,38,0.14
89938,97,0.36
89939,20,0.07
89940,240,0.9
89941,63,0.24
89942,151,0.56
89943,66,0.25
89944,130,0.49
89945,308,1.15
89946,126,0.47
89947,37,0.14
89948,247,0.92
89949,136,0.51
89950,58,0.22
89951,84,0.31
89952,444,1.66
89953,43,0.16
89954,99,0.37
89955,391,1.46
89956,271,1.01
89957,46,0.17
89958,78,0.29
89959,67,0.25
89960,93,0.35
89961,50,0.19
89962,110,0.41
89963,341,1.28
89964,60,0.22
89965,227,0.85
89966,183,0.68
89967,65,0.24
89968,136,0.51
89969,100,0.37
89970,105,0.39
89971,110,0.41
89972,59,0.22
89973,73,0.27
89974,21,0.08
89975,61,0.23
89976,44,0.16
89977,160,0.6
89978,81,0.3
89979,70,0.26
89980,102,0.38
89981,67,0.25
89982,56,0.21
89983,368,1.38
89984,143,0.53
89985,26,0.1
89986,120,0.45
89987,65,0.24
89988,201,0.75
89989,143,0.53
89990,67,0.25
89991,59,0.22
89992,362,1.35
89993,27,0.1
89994,27,0.1
89995,330,1.23
89996,29,0.11
89997,121,0.45
89998,88,0.33
89999,30,0.11
90000,39,0.15
90001,82,0.31
90002,115,0.43
90003,41,0.15
90004,48,0.18
90005,21,0.08
90006,300,1.12
90007,49,0.18
90008,38,0.14
90009,924,3.45
90010,238,0.89
90011,122,0.46
90012,130,0.49
90013,179,0.67
90014,276,1.03
90015,28,0.1
90016,28,0.1
90017,300,1.12
90018,20,0.07
90019,20,0.07
90020,64,0.24
90021,34,0.13
90022,580,2.17
90023,39,0.15
90024,220,0.82
90025,53,0.2
90026,310,1.16
90027,205,0.77
90028,235,0.88
90029,51,0.19
90030,56,0.21
90031,36,0.13
90032,62,0.23
90033,382,1.43
90034,20,0.07
90035,59,0.22
90036,20,0.07
90037,109,0.41
90038,68,0.25
90039,101,0.38
90040,23,0.09
90041,152,0.57
90042,342,1.28
90043,164,0.61
90044,79,0.3
90045,907,3.39
90046,301,1.13
90047,308,1.15
90048,206,0.77
90049,56,0.21
90050,90,0.34
90051,188,0.7
90052,309,1.16
90053,66,0.25
90054,49,0.18
90055,110,0.41
90056,36,0.13
90057,256,0.96
90058,128,0.48
90059,69,0.26
90060,48,0.18
90061,50,0.19
90062,252,0.94
90063,105,0.39
90064,45,0.17
90065,566,2.12
90066,37,0.14
90067,131,0.49
90068,212,0.79
90069,28,0.1
90070,21,0.08
90071,157,0.59
90072,31,0.12
90073,54,0.2
90074,24,0.09
90075,42,0.16
90076,100,0.37
90077,397,1.48
90078,1427,5.34
90079,107,0.4
90080,35,0.13
90081,386,1.44
90082,105,0.39
90083,70,0.26
90084,164,0.61
90085,262,0.98
90086,72,0.27
90087,230,0.86
90088,144,0.54
90089,54,0.2
90090,76,0.28
90091,92,0.34
90092,158,0.59
90093,849,3.17
90094,20,0.07
90095,55,0.21
90096,69,0.26
90097,97,0.36
90098,44,0.16
90099,832,3.11
90100,120,0.45
90101,366,1.37
90102,37,0.14
90103,20,0.07
90104,84,0.31
90105,25,0.09
90106,149,0.56
90107,31,0.12
90108,26,0.1
90109,25,0.09
90110,110,0.41
90111,36,0.13
90112,80,0.3
90113,244,0.91
90114,91,0.34
90115,381,1.42
90116,23,0.09
90117,82,0.31
90118,51,0.19
90119,214,0.8
90120,193,0.72
90121,57,0.21
90122,215,0.8
90123,30,0.11
90124,23,0.09
90125,189,0.71
90126,33,0.12
90127,58,0.22
90128,64,0.24
90129,104,0.39
90130,35,0.13
90131,48,0.18
90132,24,0.09
90133,94,0.35
90134,25,0.09
90135,20,0.07
90136,70,0.26
90137,55,0.21
90138,1242,4.64
90139,48,0.18
90140,95,0.36
90141,699,2.61
90142,118,0.44
90143,835,3.12
90144,31,0.12
90145,235,0.88
90146,129,0.48
90147,21,0.08
90148,282,1.05
90149,269,1.01
90150,50,0.19
90151,46,0.17
90152,69,0.26
90153,21,0.08
90154,47,0.18
90155,128,0.48
90156,460,1.72
90157,74,0.28
90158,30,0.11
90159,183,0.68
90160,44,0.16
90161,21,0.08
90162,376,1.41
90163,351,1.31
90164,56,0.21
90165,43,0.16
90166,45,0.17
90167,20,0.07
90168,46,0.17
90169,113,0.42
90170,148,0.55
90171,85,0.32
90172,60,0.22
90173,374,1.4
90174,53,0.2
90175,102,0.38
90176,63,0.24
90177,20,0.07
90178,33,0.12
90179,39,0.15
90180,21,0.08
90181,196,0.73
90182,30,0.11
90183,137,0.51
90184,45,0.17
90185,47,0.18
90186,1577,5.9
90187,24,0.09
90188,41,0.15
90189,69,0.26
90190,38,0.14
90191,422,1.58
90192,141,0.53
90193,102,0.38
90194,116,0.43
90195,175,0.65
90196,57,0.21
90197,28,0.1
90198,81,0.3
90199,40,0.15
90200,36,0.13
90201,74,0.28
90202,31,0.12
90203,49,0.18
90204,281,1.05
90205,20,0.07
90206,24,0.09
90207,20,0.07
90208,486,1.82
90209,53,0.2
90210,76,0.28
90211,49,0.18
90212,175,0.65
90213,63,0.24
90214,33,0.12
90215,141,0.53
90216,321,1.2
90217,278,1.04
90218,71,0.27
90219,205,0.77
90220,70,0.26
90221,25,0.09
90222,26,0.1
90223,134,0.5
90224,67,0.25
90225,126,0.47
90226,86,0.32
90227,114,0.43
90228,124,0.46
90229,41,0.15
90230,31,0.12
90231,154,0.58
90232,329,1.23
90233,61,0.23
90234,284,1.06
90235,64,0.24
90236,22,0.08
90237,20,0.07
90238,34,0.13
90239,106,0.4
90240,96,0.36
90241,109,0.41
90242,840,3.14
90243,22,0.08
90244,24,0.09
90245,841,3.14
90246,45,0.17
90247,20,0.07
90248,29,0.11
90249,105,0.39
90250,79,0.3
90251,186,0.7
90252,130,0.49
90253,118,0.44
90254,21,0.08
90255,95,0.36
90256,48,0.18
90257,66,0.25
90258,32,0.12
90259,220,0.82
90260,52,0.19
90261,53,0.2
90262,42,0.16
90263,30,0.11
90264,185,0.69
90265,102,0.38
90266,84,0.31
90267,20,0.07
90268,29,0.11
90269,30,0.11
90270,361,1.35
90271,144,0.54
90272,825,3.08
90273,327,1.22
90274,38,0.14
90275,435,1.63
90276,38,0.14
90277,55,0.21
90278,144,0.54
90279,58,0.22
90280,30,0.11
90281,33,0.12
90282,81,0.3
90283,21,0.08
90284,29,0.11
90285,163,0.61
90286,70,0.26
90287,33,0.12
90288,44,0.16
90289,24,0.09
90290,108,0.4
90291,494,1.85
90292,208,0.78
90293,41,0.15
90294,73,0.27
90295,160,0.6
90296,116,0.43
90297,260,0.97
90298,80,0.3
90299,414,1.55
90300,152,0.57
90301,29,0.11
90302,252,0.94
90303,252,0.94
90304,75,0.28
90305,52,0.19
90306,471,1.76
90307,25,0.09
90308,38,0.14
90309,75,0.28
90310,33,0.12
90311,100,0.37
90312,807,3.02
90313,51,0.19
90314,34,0.13
90315,35,0.13
90316,60,0.22
90317,115,0.43
90318,38,0.14
90319,43,0.16
90320,99,0.37
90321,41,0.15
90322,58,0.22
90323,22,0.08
90324,87,0.33
90325,22,0.08
90326,26,0.1
90327,30,0.11
90328,22,0.08
90329,28,0.1
90330,129,0.48
90331,36,0.13
90332,25,0.09
90333,121,0.45
90334,159,0.59
90335,312,1.17
90336,71,0.27
90337,26,0.1
90338,85,0.32
90339,45,0.17
90340,78,0.29
90341,40,0.15
90342,40,0.15
90343,50,0.19
90344,37,0.14
90345,34,0.13
90346,22,0.08
90347,20,0.07
90348,44,0.16
90349,40,0.15
90350,171,0.64
90351,27,0.1
90352,68,0.25
90353,73,0.27
90354,35,0.13
90355,259,0.97
90356,21,0.08
90357,32,0.12
90358,112,0.42
90359,64,0.24
90360,30,0.11
90361,345,1.29
90362,43,0.16
90363,89,0.33
90364,85,0.32
90365,80,0.3
90366,51,0.19
90367,128,0.48
90368,50,0.19
90369,49,0.18
90370,37,0.14
90371,58,0.22
90372,41,0.15
90373,23,0.09
90374,45,0.17
90375,223,0.83
90376,206,0.77
90377,49,0.18
90378,63,0.24
90379,254,0.95
90380,42,0.16
90381,1132,4.23
90382,50,0.19
90383,26,0.1
90384,25,0.09
90385,24,0.09
90386,34,0.13
90387,111,0.42
90388,201,0.75
90389,20,0.07
90390,191,0.71
90391,443,1.66
90392,711,2.66
90393,25,0.09
90394,847,3.17
90395,124,0.46
90396,56,0.21
90397,27,0.1
90398,26,0.1
90399,25,0.09
90400,35,0.13
90401,36,0.13
90402,26,0.1
90403,77,0.29
90404,62,0.23
90405,448,1.68
90406,36,0.13
90407,112,0.42
90408,202,0.76
90409,240,0.9
90410,35,0.13
90411,74,0.28
90412,20,0.07
90413,72,0.27
90414,22,0.08
90415,210,0.79
90416,22,0.08
90417,31,0.12
90418,90,0.34
90419,21,0.08
90420,64,0.24
90421,77,0.29
90422,479,1.79
90423,56,0.21
90424,116,0.43
90425,138,0.52
90426,53,0.2
90427,54,0.2
90428,37,0.14
90429,117,0.44
90430,60,0.22
90431,59,0.22
90432,75,0.28
90433,148,0.55
90434,95,0.36
90435,37,0.14
90436,73,0.27
90437,97,0.36
90438,50,0.19
90439,128,0.48
90440,388,1.45
90441,371,1.39
90442,61,0.23
90443,23,0.09
90444,39,0.15
90445,33,0.12
90446,22,0.08
90447,25,0.09
90448,129,0.48
90449,34,0.13
90450,52,0.19
90451,146,0.55
90452,22,0.08
90453,172,0.64
90454,27,0.1
90455,20,0.07
